file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
IgG_FP_0034.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0034.pdb,True,0,-10.6,1.8e-08,59,3.0,8.0,16.0,2.0,15.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0034_model0
[+] No. of intermolecular contacts: 59
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 40.99
[+] Percentage of charged NIS residues: 19.01
[++] Predicted binding affinity (kcal.mol-1):    -10.6
[++] Predicted dissociation constant (M) at 25.0˚C:  1.8e-08
",
IgG_FP_0035.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0035.pdb,True,0,-9.8,6.2e-08,67,1.0,5.0,10.0,10.0,23.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0035_model0
[+] No. of intermolecular contacts: 67
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 23.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 42.03
[+] Percentage of charged NIS residues: 18.92
[++] Predicted binding affinity (kcal.mol-1):     -9.8
[++] Predicted dissociation constant (M) at 25.0˚C:  6.2e-08
",
IgG_FP_0036.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0036.pdb,True,0,-9.4,1.2e-07,68,0.0,9.0,9.0,7.0,19.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0036_model0
[+] No. of intermolecular contacts: 68
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.40
[+] Percentage of charged NIS residues: 19.00
[++] Predicted binding affinity (kcal.mol-1):     -9.4
[++] Predicted dissociation constant (M) at 25.0˚C:  1.2e-07
",
IgG_FP_0037.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0037.pdb,True,0,-13.7,9.3e-11,89,1.0,16.0,16.0,3.0,31.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0037_model0
[+] No. of intermolecular contacts: 89
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 16.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 31.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 41.83
[+] Percentage of charged NIS residues: 18.73
[++] Predicted binding affinity (kcal.mol-1):    -13.7
[++] Predicted dissociation constant (M) at 25.0˚C:  9.3e-11
",
IgG_FP_0038.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0038.pdb,True,0,-12.4,7.5e-10,106,3.0,17.0,19.0,10.0,29.0,28.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0038_model0
[+] No. of intermolecular contacts: 106
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 17.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 29.0
[+] No. of apolar-apolar contacts: 28.0
[+] Percentage of apolar NIS residues: 41.39
[+] Percentage of charged NIS residues: 18.61
[++] Predicted binding affinity (kcal.mol-1):    -12.4
[++] Predicted dissociation constant (M) at 25.0˚C:  7.5e-10
",
IgG_FP_0039.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0039.pdb,True,0,-10.4,2.3e-08,69,2.0,8.0,10.0,9.0,24.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0039_model0
[+] No. of intermolecular contacts: 69
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 42.05
[+] Percentage of charged NIS residues: 18.41
[++] Predicted binding affinity (kcal.mol-1):    -10.4
[++] Predicted dissociation constant (M) at 25.0˚C:  2.3e-08
",
IgG_FP_0040.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0040.pdb,True,0,-10.2,3.3e-08,65,4.0,6.0,15.0,5.0,17.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0040_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 15.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 42.35
[+] Percentage of charged NIS residues: 18.69
[++] Predicted binding affinity (kcal.mol-1):    -10.2
[++] Predicted dissociation constant (M) at 25.0˚C:  3.3e-08
",
IgG_FP_0041.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0041.pdb,True,0,-10.8,1.3e-08,63,3.0,11.0,13.0,0.0,16.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0041_model0
[+] No. of intermolecular contacts: 63
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 11.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 0.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 41.11
[+] Percentage of charged NIS residues: 19.57
[++] Predicted binding affinity (kcal.mol-1):    -10.8
[++] Predicted dissociation constant (M) at 25.0˚C:  1.3e-08
",
IgG_FP_0042.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0042.pdb,True,0,-10.6,1.7e-08,78,2.0,10.0,10.0,9.0,24.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0042_model0
[+] No. of intermolecular contacts: 78
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 24.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 40.67
[+] Percentage of charged NIS residues: 19.05
[++] Predicted binding affinity (kcal.mol-1):    -10.6
[++] Predicted dissociation constant (M) at 25.0˚C:  1.7e-08
",
IgG_FP_0043.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0043.pdb,True,0,-12.1,1.2e-09,66,2.0,7.0,14.0,4.0,26.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0043_model0
[+] No. of intermolecular contacts: 66
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 26.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 42.19
[+] Percentage of charged NIS residues: 18.95
[++] Predicted binding affinity (kcal.mol-1):    -12.1
[++] Predicted dissociation constant (M) at 25.0˚C:  1.2e-09
",
IgG_FP_0044.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0044.pdb,True,0,-13.3,1.7e-10,97,5.0,14.0,24.0,5.0,26.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0044_model0
[+] No. of intermolecular contacts: 97
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 24.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 26.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 41.72
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):    -13.3
[++] Predicted dissociation constant (M) at 25.0˚C:  1.7e-10
",
IgG_FP_0045.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0045.pdb,True,0,-7.3,4.6e-06,48,3.0,6.0,8.0,2.0,5.0,24.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0045_model0
[+] No. of intermolecular contacts: 48
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 5.0
[+] No. of apolar-apolar contacts: 24.0
[+] Percentage of apolar NIS residues: 41.47
[+] Percentage of charged NIS residues: 19.84
[++] Predicted binding affinity (kcal.mol-1):     -7.3
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-06
",
IgG_FP_0046.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0046.pdb,True,0,-13.3,1.9e-10,72,6.0,5.0,7.0,4.0,32.0,18.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0046_model0
[+] No. of intermolecular contacts: 72
[+] No. of charged-charged contacts: 6.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 32.0
[+] No. of apolar-apolar contacts: 18.0
[+] Percentage of apolar NIS residues: 42.07
[+] Percentage of charged NIS residues: 18.59
[++] Predicted binding affinity (kcal.mol-1):    -13.3
[++] Predicted dissociation constant (M) at 25.0˚C:  1.9e-10
",
IgG_FP_0047.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0047.pdb,True,0,-12.6,5.8e-10,95,3.0,14.0,13.0,10.0,32.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0047_model0
[+] No. of intermolecular contacts: 95
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 14.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 10.0
[+] No. of apolar-polar contacts: 32.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 40.94
[+] Percentage of charged NIS residues: 18.70
[++] Predicted binding affinity (kcal.mol-1):    -12.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.8e-10
",
IgG_FP_0048.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0048.pdb,True,0,-11.2,6.5e-09,70,4.0,13.0,13.0,1.0,18.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0048_model0
[+] No. of intermolecular contacts: 70
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 13.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 41.24
[+] Percentage of charged NIS residues: 19.12
[++] Predicted binding affinity (kcal.mol-1):    -11.2
[++] Predicted dissociation constant (M) at 25.0˚C:  6.5e-09
",
IgG_FP_0049.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0049.pdb,True,0,-10.6,1.6e-08,74,2.0,9.0,16.0,2.0,16.0,29.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0049_model0
[+] No. of intermolecular contacts: 74
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 29.0
[+] Percentage of apolar NIS residues: 41.08
[+] Percentage of charged NIS residues: 19.44
[++] Predicted binding affinity (kcal.mol-1):    -10.6
[++] Predicted dissociation constant (M) at 25.0˚C:  1.6e-08
",
IgG_FP_0050.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0050.pdb,True,0,-10.4,2.4e-08,59,2.0,8.0,19.0,2.0,13.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0050_model0
[+] No. of intermolecular contacts: 59
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 40.89
[+] Percentage of charged NIS residues: 18.60
[++] Predicted binding affinity (kcal.mol-1):    -10.4
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-08
",
IgG_FP_0051.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0051.pdb,True,0,-10.4,2.4e-08,84,4.0,20.0,13.0,6.0,19.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0051_model0
[+] No. of intermolecular contacts: 84
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 20.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 41.04
[+] Percentage of charged NIS residues: 19.52
[++] Predicted binding affinity (kcal.mol-1):    -10.4
[++] Predicted dissociation constant (M) at 25.0˚C:  2.4e-08
",
IgG_FP_0052.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0052.pdb,True,0,-9.7,7.2e-08,77,1.0,9.0,19.0,9.0,17.0,22.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0052_model0
[+] No. of intermolecular contacts: 77
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 19.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 22.0
[+] Percentage of apolar NIS residues: 41.76
[+] Percentage of charged NIS residues: 18.04
[++] Predicted binding affinity (kcal.mol-1):     -9.7
[++] Predicted dissociation constant (M) at 25.0˚C:  7.2e-08
",
IgG_FP_0053.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0053.pdb,True,0,-10.5,1.9e-08,85,3.0,10.0,12.0,13.0,26.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0053_model0
[+] No. of intermolecular contacts: 85
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 10.0
[+] No. of charged-apolar contacts: 12.0
[+] No. of polar-polar contacts: 13.0
[+] No. of apolar-polar contacts: 26.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 40.94
[+] Percentage of charged NIS residues: 18.91
[++] Predicted binding affinity (kcal.mol-1):    -10.5
[++] Predicted dissociation constant (M) at 25.0˚C:  1.9e-08
",
IgG_FP_0054.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0054.pdb,True,0,-9.7,7.7e-08,51,0.0,4.0,10.0,5.0,18.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0054_model0
[+] No. of intermolecular contacts: 51
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 41.39
[+] Percentage of charged NIS residues: 18.96
[++] Predicted binding affinity (kcal.mol-1):     -9.7
[++] Predicted dissociation constant (M) at 25.0˚C:  7.7e-08
",
IgG_FP_0055.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0055.pdb,True,0,-9.6,9.3e-08,60,1.0,9.0,10.0,6.0,18.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0055_model0
[+] No. of intermolecular contacts: 60
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 9.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 41.34
[+] Percentage of charged NIS residues: 19.09
[++] Predicted binding affinity (kcal.mol-1):     -9.6
[++] Predicted dissociation constant (M) at 25.0˚C:  9.3e-08
",
IgG_FP_0056.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0056.pdb,True,0,-10.3,3.0e-08,66,3.0,6.0,10.0,8.0,22.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0056_model0
[+] No. of intermolecular contacts: 66
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 41.83
[+] Percentage of charged NIS residues: 18.68
[++] Predicted binding affinity (kcal.mol-1):    -10.3
[++] Predicted dissociation constant (M) at 25.0˚C:  3.0e-08
",
IgG_FP_0057.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/antibody/IgG_FP_0057.pdb,True,0,-11.3,5.3e-09,75,5.0,6.0,20.0,9.0,22.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure IgG_FP_0057_model0
[+] No. of intermolecular contacts: 75
[+] No. of charged-charged contacts: 5.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 20.0
[+] No. of polar-polar contacts: 9.0
[+] No. of apolar-polar contacts: 22.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 41.65
[+] Percentage of charged NIS residues: 18.66
[++] Predicted binding affinity (kcal.mol-1):    -11.3
[++] Predicted dissociation constant (M) at 25.0˚C:  5.3e-09
",
